id,jmbg,ime,prezime,pol,godine,opstina,datum_rodjenja,adresa,telefon,email,prihod,jmbg_format,pib,institucija,postanski_broj,status,napomena
24,12011974713521,Марко,Петровић,мушки,41,Смедерево,12.2.2008.,Гаврила Принципа 128,063/6288548,марко.петровић22@yahoo.com,47272,12.01.19747-13521,,,48247,активан,
25,19021978874775,Ана,Павловић,женски,55,Пирот,11.6.1991.,Војводе Мишића 195,069/5751620,ана.павловић@outlook.com,198949,19.02.19788-74775,,,55144,неактиван,
26,15011966802218,Бранислав,Симић,женски,40,Прокупље,27.1.1972.,Цара Лазара 179,066/1236607,бранислав-симић19@yahoo.com,72513,15.01.19668-02218,,,93880,активан,Редован корисник услуга
27,03112004797624,Срђан,Гавриловић,мушки,59,Нови Пазар,15.7.1973.,Реск reimска 76,061/7179580,срђан-гавриловић@eunet.rs,112483,03.11.20047-97624,,,56665,активан,
28,01042003800681,Тијана,Драгић,женски,61,Шабац,10.10.1990.,Цара Душана 106,065/0955362,тијана-драгић59@gmail.com,126918,01.04.20038-00681,963872756,Народна скупштина Републике Србије,45167,активан,
29,06081971852963,Бранислав,Петровић,мушки,60,Шабац,21.5.2000.,Милана Топлице 74,060/5572260,бранислав-петровић69@eunet.rs,228652,06.08.19718-52963,,,48284,активан,
30,02051960803903,Марко,Петровић,мушки,58,Косјерић,16.12.1987.,Светог Саве 33,064/4306880,марко.петровић@gmail.com,133099,02.05.19608-03903,3866383010,,95442,активан,
31,11011958826257,Александар,Бошковић,мушки,38,Чачак,22.10.1983.,Принца Евгенија 196,066/1130631,александар.бошковић@yahoo.com,195074,11.01.19588-26257,380780778,,60984,неактиван,
32,04101976874644,Ана,Драгић,мушки,29,Нови Сад,25.4.1999.,Михајла Пупина 64,065/8505259,ана_драгић@eunet.rs,83496,04.10.19768-74644,,Министарство здравља,55801,активан,
33,26031974873796,Ђорђе,Бранковић,мушки,69,Аранђеловац,27.5.2009.,Вука Караџића 70,066/4340680,ђорђе_бранковић@ptt.rs,30265,26.03.19748-73796,,,20699,активан,Редован корисник услуга
34,20062005836591,Маја,Матић,мушки,57,Нови Сад,5.5.2008.,Принца Евгенија 183,061/6781090,маја.матић@ptt.rs,31423,20.06.20058-36591,191809995,,76490,активан,
35,28121986735612,Ђорђе,Лазић,мушки,23,Бор,4.9.1994.,Булевар ослобођења 182,062/1785675,ђорђе.лазић31@gmail.com,148638,28.12.19867-35612,,Пореска управа,58667,активан,
36,22021983864505,Тијана,Миловановић,мушки,65,Бор,25.10.1992.,Николе Тесле 47,065/3413212,тијана-миловановић@outlook.com,49667,22.02.19838-64505,,,30039,активан,
37,16051999899998,Небојша,Лазић,женски,53,Лесковац,26.11.2001.,Михајла Пупина 105,069/5403320,небојша-лазић32@outlook.com,189306,16.05.19998-99998,,,30274,активан,
38,02111954767212,Ивана,Васић,женски,39,Бор,6.7.1989.,Принца Евгенија 84,063/3423446,ивана.васић@yahoo.com,50422,02.11.19547-67212,592071572,Републички завод за статистику,14671,активан,Редован корисник услуга
39,16051995867317,Александар,Марковић,мушки,28,Крушевац,23.3.1973.,Булевар ослобођења 185,069/8673473,александар_марковић@eunet.rs,196855,16.05.19958-67317,405775676,,24378,активан,
40,27031983801013,Младен,Станковић,женски,34,Ниш,15.8.1994.,Карађорђева 199,069/9040749,младен.станковић17@ptt.rs,72451,27.03.19838-01013,387786817,,87735,активан,Редован корисник услуга
41,16031959728030,Марко,Бранковић,мушки,56,Ариље,7.8.2008.,Цара Душана 50,065/2896728,марко_бранковић@outlook.com,107615,16.03.19597-28030,,,36091,активан,
42,19071968870784,Снежана,Драгић,мушки,22,Краљево,11.12.1975.,Милана Топлице 74,069/5812743,снежана_драгић58@yahoo.com,205953,19.07.19688-70784,022900964,,80638,активан,
43,07121952721027,Снежана,Петровић,мушки,69,Косјерић,22.10.2003.,Његошева 65,065/5737148,снежана_петровић@eunet.rs,50426,07.12.19527-21027,607355273,,59010,активан,Редован корисник услуга
44,19062002863690,Снежана,Лазић,женски,51,Пирот,20.7.1992.,Стевана Сремца 73,065/6880570,снежана_лазић@eunet.rs,172445,19.06.20028-63690,,,14438,активан,
45,05071952743779,Милена,Вуковић,женски,55,Ивањица,20.10.1976.,Милана Топлице 73,065/2331417,милена.вуковић82@outlook.com,176153,05.07.19527-43779,,,33372,неактиван,
46,07011995810478,Милош,Стојановић,женски,56,Ваљево,8.8.1979.,Бранка Радичевића 200,069/5036853,милош_стојановић5@eunet.rs,130640,07.01.19958-10478,871379072,,43608,активан,
47,27111981716399,Ђорђе,Петровић,женски,21,Краљево,23.12.1993.,Светог Саве 50,069/6322821,ђорђе.петровић@eunet.rs,164979,27.11.19817-16399,670707923,,93228,активан,Редован корисник услуга
48,04041977835484,Жељко,Савић,женски,49,Зрењанин,1.6.1986.,Неманињина 144,061/4110434,жељко.савић@eunet.rs,226829,04.04.19778-35484,,,85599,активан,
49,17021960763501,Јасмина,Филиповић,мушки,24,Бајина Башта,7.5.1978.,Булевар револуције 191,062/9446912,јасмина_филиповић@outlook.com,51861,17.02.19607-63501,,,34482,активан,
50,18011959808353,Иван,Бошковић,мушки,58,Зрењанин,18.1.1980.,Михајла Пупина 137,066/3947496,иван-бошковић46@ptt.rs,110526,18.01.19598-08353,274762655,,20378,неактиван,
51,21011982811478,Александар,Вуковић,женски,34,Нови Пазар,20.5.1971.,Краља Александра 166,069/7924374,александар.вуковић@outlook.com,123736,21.01.19828-11478,447204385,,83823,неактиван,
52,13021992815188,Биљана,Томић,мушки,46,Косјерић,1.2.1983.,Кнеза Михаила 107,066/9049707,биљана.томић@yahoo.com,35983,13.02.19928-15188,,,30385,активан,
53,09051954769191,Борислав,Митић,женски,52,Бор,25.11.2002.,Михајла Пупина 195,069/7958693,борислав.митић@yahoo.com,76354,09.05.19547-69191,741034811,,45776,активан,
54,05101965773265,Александар,Милошевић,мушки,20,Пожаревац,9.12.1996.,Булевар револуције 112,065/6580829,александар-милошевић@outlook.com,216778,05.10.19657-73265,,,19370,активан,
55,24041969779584,Срђан,Станковић,мушки,21,Краљево,20.9.1973.,Цара Лазара 2,063/2314493,срђан_станковић@yahoo.com,145319,24.04.19697-79584,,,58851,активан,Редован корисник услуга
56,20031989836948,Ђорђе,Станковић,женски,35,Бајина Башта,8.11.2006.,Душанова 194,063/1404310,ђорђе.станковић26@outlook.com,114211,20.03.19898-36948,,,22223,активан,Редован корисник услуга
57,15091990755034,Никола,Петровић,мушки,20,Бајина Башта,23.8.1981.,Цара Душана 145,062/5469755,никола.петровић93@gmail.com,57094,15.09.19907-55034,739474956,,64303,активан,Редован корисник услуга
58,24031957756432,Младен,Митић,женски,50,Врање,26.9.1979.,Војводе Мишића 29,069/4527207,младен_митић78@ptt.rs,51275,24.03.19577-56432,,,58561,активан,Редован корисник услуга
59,19101954799638,Младен,Михајловић,мушки,46,Аранђеловац,9.4.1978.,Јована Цвијића 114,066/3222062,младен.михајловић@yahoo.com,185134,19.10.19547-99638,145895699,,71249,активан,Редован корисник услуга
60,09111969719351,Ненад,Станковић,женски,66,Краљево,22.12.2006.,Душанова 115,065/2782366,ненад_станковић@gmail.com,94449,09.11.19697-19351,9201822010,,78972,активан,Редован корисник услуга
61,20081973705073,Душан,Стевановић,женски,25,Сремска Митровица,17.7.1987.,Принца Евгенија 23,069/9629901,душан.стевановић34@gmail.com,102406,20.08.19737-05073,,,96786,активан,Редован корисник услуга
62,25072001789059,Душан,Костић,женски,52,Аранђеловац,17.8.1982.,Кружни пут 184,060/7137620,душан.костић@outlook.com,210146,25.07.20017-89059,,,42759,активан,
63,18111990854846,Марко,Јовановић,мушки,32,Ваљево,11.1.2006.,Николе Тесле 138,069/6088939,марко.јовановић@outlook.com,90512,18.11.19908-54846,,,63593,неактиван,Редован корисник услуга
64,03041966805717,Маја,Лазић,мушки,28,Београд,12.7.1990.,Милана Топлице 103,066/2226461,маја-лазић@eunet.rs,52033,03.04.19668-05717,263144754,Влада Републике Србије,73186,активан,
65,25091982837984,Јелена,Николић,мушки,37,Шабац,22.9.1986.,Гаврила Принципа 105,065/9675337,јелена-николић@yahoo.com,49615,25.09.19828-37984,851393717,,85655,активан,
66,08091960887397,Биљана,Станковић,мушки,41,Сремска Митровица,19.12.1979.,Цара Лазара 176,064/8136169,биљана_станковић@outlook.com,109477,08.09.19608-87397,510169132,,29481,активан,Редован корисник услуга
67,27051996880047,Ивана,Филиповић,женски,59,Крагујевац,21.5.1976.,Светог Саве 111,063/8620760,ивана_филиповић25@gmail.com,191238,27.05.19968-80047,082542552,,94376,неактиван,Редован корисник услуга
68,14011969777811,Младен,Савић,мушки,56,Ивањица,5.10.1994.,Бранка Радичевића 136,060/3128802,младен.савић@ptt.rs,177053,14.01.19697-77811,,Народна скупштина Републике Србије,18378,активан,
69,04021983718491,Марко,Николић,мушки,37,Нови Сад,19.10.1975.,Неманињина 18,065/1286237,марко.николић90@ptt.rs,99185,04.02.19837-18491,,,39698,активан,
70,02051995806438,Дејан,Костић,женски,43,Лозница,15.12.1995.,Цара Лазара 86,062/4965319,дејан-костић@eunet.rs,66193,02.05.19958-06438,,,68473,активан,
71,02031954753244,Јелена,Савић,мушки,56,Бајина Башта,2.11.1988.,Војводе Мишића 183,063/0683869,јелена.савић@gmail.com,77708,02.03.19547-53244,632068531,,56580,неактиван,
72,08061954761695,Марија,Вуковић,женски,56,Панчево,6.4.1998.,Гаврила Принципа 146,069/5345624,марија-вуковић92@ptt.rs,227633,08.06.19547-61695,9590226110,Агенција за привредне регистре,53293,активан,
73,23121960748938,Марина,Матић,женски,25,Врање,10.3.2009.,Бранка Радичевића 25,063/2838264,марина.матић@eunet.rs,173289,23.12.19607-48938,,,49240,активан,Редован корисник услуга
74,03011992715142,Младен,Драгић,мушки,50,Шабац,22.11.1989.,Таковска 152,065/9848811,младен-драгић@eunet.rs,223537,03.01.19927-15142,126954240,,75911,активан,
75,27011990806105,Мирољуб,Марковић,женски,27,Косјерић,4.3.1993.,Вука Караџића 130,064/5148650,мирољуб.марковић@eunet.rs,166690,27.01.19908-06105,,,42080,неактиван,
76,26101988799294,Милош,Филиповић,мушки,40,Сомбор,10.11.1994.,Стевана Сремца 16,063/2468520,милош-филиповић54@outlook.com,98460,26.10.19887-99294,,,59046,активан,
77,04121996725891,Ненад,Тодоровић,женски,25,Ариље,6.2.1995.,Цара Душана 178,061/7401377,ненад_тодоровић@gmail.com,172226,04.12.19967-25891,168049067,,62414,активан,
78,23021998883778,Иван,Вуковић,женски,33,Прокупље,15.2.2001.,Стевана Сремца 135,062/0970495,иван_вуковић67@outlook.com,215256,23.02.19988-83778,,,50056,активан,
79,14091973835854,Владимир,Тодоровић,женски,41,Бор,18.6.1992.,Светог Саве 125,066/1906324,владимир.тодоровић49@eunet.rs,204346,14.09.19738-35854,,,95698,активан,
80,01071993781260,Снежана,Бошковић,женски,28,Лесковац,14.8.1987.,Николе Тесле 187,063/3052018,снежана.бошковић40@ptt.rs,203085,01.07.19937-81260,,,99984,неактиван,
81,13021980807113,Иван,Станковић,женски,51,Краљево,12.2.2005.,Михајла Пупина 131,062/4640009,иван_станковић37@gmail.com,159687,13.02.19808-07113,941399747,Републички завод за статистику,41135,активан,
82,02031987828969,Милош,Илић,женски,31,Зајечар,21.4.1978.,Стевана Сремца 125,069/6820486,милош.илић5@ptt.rs,88248,02.03.19878-28969,149489052,,54411,активан,Редован корисник услуга
83,28051992845487,Душан,Матић,мушки,23,Лозница,3.2.1980.,Војводе Мишића 36,060/6594865,душан-матић@yahoo.com,199542,28.05.19928-45487,879148151,,91864,активан,
84,04032004871016,Тамара,Митић,мушки,43,Сремска Митровица,12.3.1975.,Душанова 151,065/3039338,тамара.митић79@ptt.rs,113845,04.03.20048-71016,296821126,,65696,активан,
85,18071989899996,Марина,Лазић,женски,30,Пожаревац,25.8.1972.,Михајла Пупина 158,065/0402347,марина.лазић@yahoo.com,228267,18.07.19898-99996,,,69457,активан,
86,15101970737901,Дејан,Петровић,женски,22,Краљево,25.8.1975.,Гаврила Принципа 166,060/1258685,дејан_петровић@outlook.com,147714,15.10.19707-37901,,,70987,активан,Редован корисник услуга
87,11042002879611,Марија,Васић,женски,42,Смедерево,18.11.1998.,Јована Цвијића 29,069/3306123,марија_васић@gmail.com,139584,11.04.20028-79611,,,68487,активан,
88,05041950797369,Срђан,Петровић,женски,36,Прокупље,6.7.1982.,Кнеза Михаила 23,062/7451286,срђан-петровић14@outlook.com,187830,05.04.19507-97369,774828008,Министарство финансија,83227,активан,Редован корисник услуга
89,25031961822677,Ана,Вуковић,женски,61,Смедерево,13.2.1975.,Михајла Пупина 82,065/2119678,ана-вуковић48@gmail.com,158615,25.03.19618-22677,,,75208,активан,
90,07061968899409,Младен,Марковић,мушки,64,Ариље,1.9.1982.,Цара Душана 16,066/2515495,младен_марковић99@outlook.com,56909,07.06.19688-99409,801311698,,80405,активан,
91,06081984786296,Петар,Станковић,мушки,27,Смедерево,19.6.2004.,Булевар револуције 28,065/0871235,петар-станковић@eunet.rs,108386,06.08.19847-86296,068467556,,96214,неактиван,Редован корисник услуга
92,24091968861671,Мирослав,Миловановић,женски,69,Нови Пазар,15.3.2003.,Булевар ослобођења 46,066/3902407,мирослав-миловановић@yahoo.com,104891,24.09.19688-61671,,,21455,активан,
93,11111966806224,Гордана,Марковић,женски,60,Бор,1.4.1988.,Душанова 125,062/4248947,гордана-марковић@ptt.rs,59869,11.11.19668-06224,,,52503,активан,
94,21022002824437,Ђорђе,Стевановић,женски,36,Ужице,27.9.2004.,Карађорђева 49,064/8694949,ђорђе_стевановић@yahoo.com,164840,21.02.20028-24437,,,22945,неактиван,
95,13031991838763,Срђан,Стевановић,мушки,66,Лесковац,15.10.2006.,Николе Тесле 75,061/5652405,срђан_стевановић@ptt.rs,63291,13.03.19918-38763,,,78137,активан,Редован корисник услуга
96,26112002819321,Тијана,Васиљевић,женски,20,Шабац,16.3.1978.,Краља Александра 41,060/7064116,тијана.васиљевић27@ptt.rs,218070,26.11.20028-19321,,,40896,неактиван,
97,13011957878001,Тамара,Симић,женски,64,Крушевац,25.3.1978.,Николе Тесле 141,060/7531068,тамара-симић@ptt.rs,202911,13.01.19578-78001,,,23984,активан,
98,20081956700977,Гордана,Матић,мушки,40,Ваљево,10.5.2002.,Неманињина 11,066/6485374,гордана_матић45@eunet.rs,143272,20.08.19567-00977,199813063,,72455,неактиван,
99,02102005732221,Дејан,Јовановић,женски,58,Ваљево,15.9.1971.,Булевар револуције 139,060/3295885,дејан-јовановић32@eunet.rs,52614,02.10.20057-32221,,Народна банка Србије,11427,активан,Редован корисник услуга
100,02081995706197,Борислав,Вуковић,мушки,32,Суботица,28.6.2008.,Јована Цвијића 1,064/9165603,борислав.вуковић@gmail.com,118733,02.08.19957-06197,,,36902,активан,
101,19102002795351,Душан,Томић,мушки,20,Панчево,17.8.1987.,Милана Топлице 141,061/6075689,душан-томић42@yahoo.com,201290,19.10.20027-95351,,,25180,неактиван,Редован корисник услуга
102,25061977773611,Ивана,Петровић,мушки,59,Пожаревац,24.7.1982.,Краља Александра 65,063/0107330,ивана_петровић4@eunet.rs,132473,25.06.19777-73611,,,29195,активан,Редован корисник услуга
103,17021957822433,Јелена,Ђорђевић,женски,57,Нови Пазар,3.2.2007.,Јована Цвијића 40,061/4058921,јелена_ђорђевић@ptt.rs,100899,17.02.19578-22433,,,12603,активан,
104,22081952802860,Владимир,Костић,мушки,58,Ариље,27.7.2002.,Булевар ослобођења 161,065/8009708,владимир_костић25@gmail.com,104508,22.08.19528-02860,,,72097,неактиван,
105,06061969717586,Тијана,Радосављевић,мушки,48,Нови Сад,28.8.1974.,Михајла Пупина 26,064/6771863,тијана-радосављевић99@yahoo.com,136454,06.06.19697-17586,,Агенција за привредне регистре,27934,активан,
106,03081985855757,Гордана,Костић,мушки,29,Пирот,4.9.2007.,Карађорђева 31,069/2311046,гордана.костић24@gmail.com,216370,03.08.19858-55757,,,64951,активан,Редован корисник услуга
107,17081972775228,Биљана,Станковић,мушки,49,Суботица,1.8.1993.,Таковска 179,062/9188114,биљана-станковић@yahoo.com,152044,17.08.19727-75228,,,19104,активан,
108,15041994744311,Биљана,Миловановић,женски,36,Нови Пазар,13.11.1989.,Карађорђева 68,064/0629631,биљана_миловановић24@ptt.rs,115636,15.04.19947-44311,,,68127,активан,
109,27051984710211,Јелена,Стаменковић,мушки,43,Шабац,13.7.2008.,Светог Саве 146,063/6806308,јелена_стаменковић@outlook.com,113892,27.05.19847-10211,689061325,,13343,активан,
110,13011999708871,Душан,Гавриловић,мушки,25,Пирот,3.2.1991.,Карађорђева 2,060/6890454,душан_гавриловић@ptt.rs,190062,13.01.19997-08871,831000901,,74080,активан,Редован корисник услуга
111,19041969880658,Иван,Васић,мушки,50,Лесковац,4.7.1981.,Неманињина 10,066/0403234,иван.васић@eunet.rs,179978,19.04.19698-80658,,Влада Републике Србије,14301,активан,
112,10012001787913,Снежана,Лазић,женски,56,Зрењанин,2.8.1977.,Стевана Сремца 70,064/4858149,снежана_лазић@gmail.com,211700,10.01.20017-87913,,,89353,активан,
113,15031961802041,Ивана,Павловић,мушки,41,Сремска Митровица,8.8.1978.,Војводе Мишића 125,061/7862702,ивана_павловић61@ptt.rs,163192,15.03.19618-02041,076271436,,18578,активан,
114,04021957746158,Никола,Митић,мушки,29,Ниш,9.10.1977.,Николе Тесле 72,061/9576829,никола-митић@eunet.rs,55956,04.02.19577-46158,,Пореска управа,96240,активан,
115,23111999897757,Иван,Стојановић,мушки,68,Сремска Митровица,15.11.1980.,Принца Евгенија 196,061/4109930,иван.стојановић@gmail.com,194794,23.11.19998-97757,456156311,,61255,активан,Редован корисник услуга
116,20101957788631,Жељко,Стевановић,мушки,42,Лесковац,21.6.2001.,Булевар ослобођења 71,062/3563221,жељко-стевановић99@eunet.rs,163320,20.10.19577-88631,,,94772,активан,
117,26101997866779,Зоран,Филиповић,мушки,24,Лозница,10.10.1997.,Карађорђева 200,062/4015642,зоран_филиповић30@outlook.com,158776,26.10.19978-66779,,,93905,неактиван,
118,15011966889524,Бранислав,Бошковић,женски,24,Шабац,20.10.1988.,Принца Евгенија 144,063/6683351,бранислав.бошковић8@yahoo.com,67036,15.01.19668-89524,,,31187,активан,
119,10101977760771,Ненад,Костић,женски,31,Лучани,10.6.1989.,Милана Топлице 58,069/1125661,ненад_костић45@outlook.com,135806,10.10.19777-60771,,,26262,активан,Редован корисник услуга
120,11011982807726,Александар,Гавриловић,мушки,57,Суботица,13.8.1985.,Стевана Сремца 4,069/2481683,александар.гавриловић@gmail.com,75966,11.01.19828-07726,442325744,,94427,активан,
121,17011971777832,Тамара,Вуковић,мушки,27,Аранђеловац,9.3.1995.,Неманињина 200,064/4549089,тамара_вуковић42@outlook.com,202068,17.01.19717-77832,,,43401,активан,
122,12082000837641,Тамара,Вуковић,мушки,35,Врање,22.5.1988.,Војводе Мишића 121,064/3993319,тамара-вуковић@gmail.com,34689,12.08.20008-37641,,Министарство здравља,41462,неактиван,
123,25071999858476,Мирољуб,Костић,женски,53,Сомбор,14.10.2001.,Стевана Сремца 118,065/2383705,мирољуб.костић@ptt.rs,50705,25.07.19998-58476,004171534,,46246,неактиван,
124,20071969898702,Ана,Бошковић,мушки,22,Аранђеловац,1.3.1998.,Таковска 104,062/2441805,ана-бошковић33@outlook.com,149229,20.07.19698-98702,996067022,Министарство просвете,33601,активан,
125,17091979866479,Дејан,Лазић,мушки,26,Пожега,20.10.1999.,Кружни пут 111,063/8902655,дејан_лазић22@yahoo.com,202534,17.09.19798-66479,375479439,,66060,активан,
126,23011994830337,Зоран,Симић,мушки,61,Крушевац,8.2.1986.,Његошева 103,069/8149917,зоран-симић91@yahoo.com,189423,23.01.19948-30337,,,36925,активан,
127,14071950717807,Младен,Бошковић,мушки,22,Лозница,9.7.1992.,Бранка Радичевића 70,064/6511053,младен.бошковић46@yahoo.com,155512,14.07.19507-17807,236527927,,93645,неактиван,
128,13031979730424,Младен,Стевановић,мушки,43,Сомбор,15.12.1986.,Краља Александра 158,061/2188757,младен_стевановић28@ptt.rs,215573,13.03.19797-30424,054746265,,56110,активан,Редован корисник услуга
129,04121993718714,Маја,Гавриловић,мушки,22,Ниш,25.8.1970.,Његошева 162,060/4960092,маја.гавриловић@eunet.rs,163143,04.12.19937-18714,,Републички завод за статистику,13908,неактиван,
130,04101991812794,Ана,Ракић,женски,48,Лучани,1.5.2002.,Таковска 101,061/3421196,ана.ракић@eunet.rs,116103,04.10.19918-12794,475979789,,55488,активан,Редован корисник услуга
131,22012000848654,Срђан,Миловановић,мушки,24,Панчево,13.2.1989.,Кружни пут 135,066/9886765,срђан.миловановић@outlook.com,34405,22.01.20008-48654,,Пореска управа,27685,активан,
132,22011970868168,Жељко,Стаменковић,мушки,39,Нови Пазар,27.9.1978.,Карађорђева 114,066/3604283,жељко_стаменковић@outlook.com,72660,22.01.19708-68168,,Републички завод за статистику,89426,активан,Редован корисник услуга
133,12111980773462,Дејан,Стаменковић,женски,33,Косјерић,17.8.1977.,Душанова 74,066/0362965,дејан.стаменковић@ptt.rs,198096,12.11.19807-73462,,Народна банка Србије,44268,активан,Редован корисник услуга
134,20031987781614,Небојша,Ђорђевић,мушки,51,Шабац,26.11.1989.,Кружни пут 97,069/7434384,небојша.ђорђевић@gmail.com,44928,20.03.19877-81614,,,61852,активан,
135,19031962870830,Тијана,Савић,мушки,49,Чачак,17.3.2008.,Цара Лазара 114,065/4697695,тијана.савић@outlook.com,212427,19.03.19628-70830,2157661110,,27625,активан,
136,27061960851869,Драган,Митић,женски,29,Вршац,27.9.1984.,Јована Цвијића 118,061/8643422,драган-митић@outlook.com,210259,27.06.19608-51869,,,40135,активан,Редован корисник услуга
137,14031952890806,Милош,Михајловић,мушки,49,Аранђеловац,15.5.1970.,Војводе Мишића 12,064/8725963,милош.михајловић68@outlook.com,85436,14.03.19528-90806,,,80044,активан,
138,27081995861232,Јелена,Антонијевић,мушки,32,Ниш,11.5.1990.,Стевана Сремца 68,062/6127911,јелена-антонијевић@outlook.com,53867,27.08.19958-61232,,Народна банка Србије,42708,активан,
139,15041999816375,Срђан,Матић,мушки,69,Аранђеловац,6.4.2001.,Кнеза Михаила 89,062/4941239,срђан-матић@outlook.com,141380,15.04.19998-16375,070085774,,74621,активан,
140,01021998850839,Милена,Стевановић,женски,64,Аранђеловац,13.3.2003.,Михајла Пупина 199,069/1399847,милена-стевановић@gmail.com,215176,01.02.19988-50839,,,86992,активан,Редован корисник услуга
141,01071953772629,Милош,Радосављевић,женски,24,Прокупље,7.9.1996.,Стевана Сремца 58,063/6276743,милош-радосављевић26@eunet.rs,201825,01.07.19537-72629,827220435,,26425,неактиван,
142,15061994865025,Маја,Јовановић,женски,69,Косјерић,18.11.2007.,Краља Александра 155,061/2162005,маја-јовановић77@ptt.rs,224635,15.06.19948-65025,,,34220,активан,
143,26082002818795,Никола,Лазић,женски,54,Горњи Милановац,10.1.1971.,Милана Топлице 69,064/0948755,никола_лазић49@eunet.rs,130711,26.08.20028-18795,,,89933,активан,Редован корисник услуга
144,24051986808931,Зоран,Марковић,мушки,45,Ивањица,5.2.2002.,Светог Саве 60,066/9142603,зоран_марковић96@gmail.com,119970,24.05.19868-08931,,,10232,активан,
