id,jmbg,ime,prezime,pol,godine,opstina,datum_rodjenja,adresa,telefon,email,prihod,jmbg_format,pib,institucija,postanski_broj,status,napomena
55,24041969779584,Срђан,Станковић,мушки,21,Краљево,20.9.1973.,Цара Лазара 2,063/2314493,srđan_stanković@yahoo.com,145319,24.04.19697-79584,,,58851,активан,Редован корисник услуга
56,20031989836948,Ђорђе,Станковић,женски,35,Бајина Башта,8.11.2006.,Душанова 194,063/1404310,ђорђе.станковић26@outlook.com,114211,20.03.19898-36948,,,22223,активан,Редован корисник услуга
57,15091990755034,Никола,Петровић,мушки,20,Бајина Башта,23.8.1981.,Цара Душана 145,062/5469755,никола.петровић93@gmail.com,57094,15.09.19907-55034,739474956,,64303,активан,Редован корисник услуга
58,24031957756432,Младен,Митић,женски,50,Врање,26.9.1979.,Војводе Мишића 29,069/4527207,mladen_mitić78@ptt.rs,51275,24.03.19577-56432,,,58561,активан,Редован корисник услуга
59,19101954799638,Младен,Михајловић,мушки,46,Аранђеловац,9.4.1978.,Јована Цвијића 114,066/3222062,младен.михајловић@yahoo.com,185134,19.10.19547-99638,145895699,,71249,активан,Редован корисник услуга
60,09111969719351,Ненад,Станковић,женски,66,Краљево,22.12.2006.,Душанова 115,065/2782366,ненад_станковић@gmail.com,94449,09.11.19697-19351,9201822010,,78972,активан,Редован корисник услуга
61,20081973705073,Душан,Стевановић,женски,25,Сремска Митровица,17.7.1987.,Принца Евгенија 23,069/9629901,dušan.stevanović34@gmail.com,102406,20.08.19737-05073,,,96786,активан,Редован корисник услуга
62,25072001789059,Душан,Костић,женски,52,Аранђеловац,17.8.1982.,Кружни пут 184,060/7137620,душан.костић@outlook.com,210146,25.07.20017-89059,,,42759,активан,
63,18111990854846,Марко,Јовановић,мушки,32,Ваљево,11.1.2006.,Николе Тесле 138,069/6088939,марко.јовановић@outlook.com,90512,18.11.19908-54846,,,63593,неактиван,Редован корисник услуга
64,03041966805717,Маја,Лазић,мушки,28,Београд,12.7.1990.,Милана Топлице 103,066/2226461,maja-lazić@eunet.rs,52033,03.04.19668-05717,263144754,Влада Републике Србије,73186,активан,
65,25091982837984,Јелена,Николић,мушки,37,Шабац,22.9.1986.,Гаврила Принципа 105,065/9675337,јелена-николић@yahoo.com,49615,25.09.19828-37984,851393717,,85655,активан,
66,08091960887397,Биљана,Станковић,мушки,41,Сремска Митровица,19.12.1979.,Цара Лазара 176,064/8136169,биљана_станковић@outlook.com,109477,08.09.19608-87397,510169132,,29481,активан,Редован корисник услуга
67,27051996880047,Ивана,Филиповић,женски,59,Крагујевац,21.5.1976.,Светог Саве 111,063/8620760,ivana_filipović25@gmail.com,191238,27.05.19968-80047,082542552,,94376,неактиван,Редован корисник услуга
68,14011969777811,Младен,Савић,мушки,56,Ивањица,5.10.1994.,Бранка Радичевића 136,060/3128802,младен.савић@ptt.rs,177053,14.01.19697-77811,,Народна скупштина Републике Србије,18378,активан,
69,04021983718491,Марко,Николић,мушки,37,Нови Сад,19.10.1975.,Неманињина 18,065/1286237,марко.николић90@ptt.rs,99185,04.02.19837-18491,,,39698,активан,
70,02051995806438,Дејан,Костић,женски,43,Лозница,15.12.1995.,Цара Лазара 86,062/4965319,dejan-kostić@eunet.rs,66193,02.05.19958-06438,,,68473,активан,
71,02031954753244,Јелена,Савић,мушки,56,Бајина Башта,2.11.1988.,Војводе Мишића 183,063/0683869,јелена.савић@gmail.com,77708,02.03.19547-53244,632068531,,56580,неактиван,
72,08061954761695,Марија,Вуковић,женски,56,Панчево,6.4.1998.,Гаврила Принципа 146,069/5345624,марија-вуковић92@ptt.rs,227633,08.06.19547-61695,9590226110,Агенција за привредне регистре,53293,активан,
73,23121960748938,Марина,Матић,женски,25,Врање,10.3.2009.,Бранка Радичевића 25,063/2838264,marina.matić@eunet.rs,173289,23.12.19607-48938,,,49240,активан,Редован корисник услуга
74,03011992715142,Младен,Драгић,мушки,50,Шабац,22.11.1989.,Таковска 152,065/9848811,младен-драгић@eunet.rs,223537,03.01.19927-15142,126954240,,75911,активан,
75,27011990806105,Мирољуб,Марковић,женски,27,Косјерић,4.3.1993.,Вука Караџића 130,064/5148650,мирољуб.марковић@eunet.rs,166690,27.01.19908-06105,,,42080,неактиван,
76,26101988799294,Милош,Филиповић,мушки,40,Сомбор,10.11.1994.,Стевана Сремца 16,063/2468520,miloš-filipović54@outlook.com,98460,26.10.19887-99294,,,59046,активан,
77,04121996725891,Ненад,Тодоровић,женски,25,Ариље,6.2.1995.,Цара Душана 178,061/7401377,ненад_тодоровић@gmail.com,172226,04.12.19967-25891,168049067,,62414,активан,
78,23021998883778,Иван,Вуковић,женски,33,Прокупље,15.2.2001.,Стевана Сремца 135,062/0970495,иван_вуковић67@outlook.com,215256,23.02.19988-83778,,,50056,активан,
79,14091973835854,Владимир,Тодоровић,женски,41,Бор,18.6.1992.,Светог Саве 125,066/1906324,vladimir.todorović49@eunet.rs,204346,14.09.19738-35854,,,95698,активан,
80,01071993781260,Снежана,Бошковић,женски,28,Лесковац,14.8.1987.,Николе Тесле 187,063/3052018,снежана.бошковић40@ptt.rs,203085,01.07.19937-81260,,,99984,неактиван,
81,13021980807113,Иван,Станковић,женски,51,Краљево,12.2.2005.,Михајла Пупина 131,062/4640009,иван_станковић37@gmail.com,159687,13.02.19808-07113,941399747,Републички завод за статистику,41135,активан,
82,02031987828969,Милош,Илић,женски,31,Зајечар,21.4.1978.,Стевана Сремца 125,069/6820486,miloš.ilić5@ptt.rs,88248,02.03.19878-28969,149489052,,54411,активан,Редован корисник услуга
83,28051992845487,Душан,Матић,мушки,23,Лозница,3.2.1980.,Војводе Мишића 36,060/6594865,душан-матић@yahoo.com,199542,28.05.19928-45487,879148151,,91864,активан,
84,04032004871016,Тамара,Митић,мушки,43,Сремска Митровица,12.3.1975.,Душанова 151,065/3039338,тамара.митић79@ptt.rs,113845,04.03.20048-71016,296821126,,65696,активан,
85,18071989899996,Марина,Лазић,женски,30,Пожаревац,25.8.1972.,Михајла Пупина 158,065/0402347,marina.lazić@yahoo.com,228267,18.07.19898-99996,,,69457,активан,
86,15101970737901,Дејан,Петровић,женски,22,Краљево,25.8.1975.,Гаврила Принципа 166,060/1258685,дејан_петровић@outlook.com,147714,15.10.19707-37901,,,70987,активан,Редован корисник услуга
87,11042002879611,Марија,Васић,женски,42,Смедерево,18.11.1998.,Јована Цвијића 29,069/3306123,марија_васић@gmail.com,139584,11.04.20028-79611,,,68487,активан,
88,05041950797369,Срђан,Петровић,женски,36,Прокупље,6.7.1982.,Кнеза Михаила 23,062/7451286,srđan-petrović14@outlook.com,187830,05.04.19507-97369,774828008,Министарство финансија,83227,активан,Редован корисник услуга
89,25031961822677,Ана,Вуковић,женски,61,Смедерево,13.2.1975.,Михајла Пупина 82,065/2119678,ана-вуковић48@gmail.com,158615,25.03.19618-22677,,,75208,активан,
90,07061968899409,Младен,Марковић,мушки,64,Ариље,1.9.1982.,Цара Душана 16,066/2515495,младен_марковић99@outlook.com,56909,07.06.19688-99409,801311698,,80405,активан,
91,06081984786296,Петар,Станковић,мушки,27,Смедерево,19.6.2004.,Булевар револуције 28,065/0871235,petar-stanković@eunet.rs,108386,06.08.19847-86296,068467556,,96214,неактиван,Редован корисник услуга
92,24091968861671,Мирослав,Миловановић,женски,69,Нови Пазар,15.3.2003.,Булевар ослобођења 46,066/3902407,мирослав-миловановић@yahoo.com,104891,24.09.19688-61671,,,21455,активан,
93,11111966806224,Гордана,Марковић,женски,60,Бор,1.4.1988.,Душанова 125,062/4248947,гордана-марковић@ptt.rs,59869,11.11.19668-06224,,,52503,активан,
94,21022002824437,Ђорђе,Стевановић,женски,36,Ужице,27.9.2004.,Карађорђева 49,064/8694949,đorđe_stevanović@yahoo.com,164840,21.02.20028-24437,,,22945,неактиван,
95,13031991838763,Срђан,Стевановић,мушки,66,Лесковац,15.10.2006.,Николе Тесле 75,061/5652405,срђан_стевановић@ptt.rs,63291,13.03.19918-38763,,,78137,активан,Редован корисник услуга
96,26112002819321,Тијана,Васиљевић,женски,20,Шабац,16.3.1978.,Краља Александра 41,060/7064116,тијана.васиљевић27@ptt.rs,218070,26.11.20028-19321,,,40896,неактиван,
97,13011957878001,Тамара,Симић,женски,64,Крушевац,25.3.1978.,Николе Тесле 141,060/7531068,tamara-simić@ptt.rs,202911,13.01.19578-78001,,,23984,активан,
98,20081956700977,Гордана,Матић,мушки,40,Ваљево,10.5.2002.,Неманињина 11,066/6485374,гордана_матић45@eunet.rs,143272,20.08.19567-00977,199813063,,72455,неактиван,
99,02102005732221,Дејан,Јовановић,женски,58,Ваљево,15.9.1971.,Булевар револуције 139,060/3295885,дејан-јовановић32@eunet.rs,52614,02.10.20057-32221,,Народна банка Србије,11427,активан,Редован корисник услуга
100,02081995706197,Борислав,Вуковић,мушки,32,Суботица,28.6.2008.,Јована Цвијића 1,064/9165603,borislav.vuković@gmail.com,118733,02.08.19957-06197,,,36902,активан,
